,clip_name,label,cluster
6243,train6244.aiff,0,0
6244,train6245.aiff,0,0
6245,train6246.aiff,0,0
6246,train6247.aiff,1,2
6247,train6248.aiff,0,2
6248,train6249.aiff,0,0
6249,train6250.aiff,0,0
6250,train6251.aiff,0,0
6251,train6252.aiff,1,0
6252,train6253.aiff,1,0
6253,train6254.aiff,0,0
6254,train6255.aiff,0,0
6255,train6256.aiff,0,0
6256,train6257.aiff,0,0
6257,train6258.aiff,0,2
6258,train6259.aiff,1,0
6259,train6260.aiff,0,0
6260,train6261.aiff,0,1
6261,train6262.aiff,0,2
6262,train6263.aiff,0,2
6263,train6264.aiff,0,1
6264,train6265.aiff,0,0
6265,train6266.aiff,0,1
6266,train6267.aiff,0,1
6267,train6268.aiff,0,1
6268,train6269.aiff,0,3
6269,train6270.aiff,0,2
6270,train6271.aiff,0,1
6271,train6272.aiff,0,1
6272,train6273.aiff,0,2
6273,train6274.aiff,1,0
6274,train6275.aiff,0,2
6275,train6276.aiff,1,0
6276,train6277.aiff,1,0
6277,train6278.aiff,0,1
6278,train6279.aiff,0,1
6279,train6280.aiff,1,0
6280,train6281.aiff,1,0
6281,train6282.aiff,0,0
6282,train6283.aiff,1,0
6283,train6284.aiff,1,0
6284,train6285.aiff,1,0
6285,train6286.aiff,1,0
6286,train6287.aiff,1,0
6287,train6288.aiff,0,2
6288,train6289.aiff,0,1
6289,train6290.aiff,0,2
6290,train6291.aiff,1,0
6291,train6292.aiff,1,0
6292,train6293.aiff,1,0
6293,train6294.aiff,1,0
6294,train6295.aiff,1,0
6295,train6296.aiff,1,0
6296,train6297.aiff,1,0
6297,train6298.aiff,1,0
6298,train6299.aiff,1,0
6299,train6300.aiff,0,2
6300,train6301.aiff,1,0
6301,train6302.aiff,1,0
6302,train6303.aiff,0,2
6303,train6304.aiff,1,0
6304,train6305.aiff,1,0
6305,train6306.aiff,1,0
6306,train6307.aiff,1,0
6307,train6308.aiff,1,0
6308,train6309.aiff,1,0
6309,train6310.aiff,1,0
6310,train6311.aiff,1,2
6311,train6312.aiff,0,1
6312,train6313.aiff,0,1
6313,train6314.aiff,1,0
6314,train6315.aiff,1,0
6315,train6316.aiff,1,0
6316,train6317.aiff,1,0
6317,train6318.aiff,0,2
6318,train6319.aiff,1,0
6319,train6320.aiff,0,0
6320,train6321.aiff,0,0
6321,train6322.aiff,1,0
6322,train6323.aiff,1,0
6323,train6324.aiff,1,0
6324,train6325.aiff,1,0
6325,train6326.aiff,1,0
6326,train6327.aiff,0,0
6327,train6328.aiff,1,0
6328,train6329.aiff,1,0
6329,train6330.aiff,0,2
6330,train6331.aiff,1,2
6331,train6332.aiff,1,0
6332,train6333.aiff,0,1
6333,train6334.aiff,1,0
6334,train6335.aiff,0,0
6335,train6336.aiff,1,0
6336,train6337.aiff,1,0
6337,train6338.aiff,0,2
6338,train6339.aiff,0,2
6339,train6340.aiff,0,2
6340,train6341.aiff,0,1
6341,train6342.aiff,1,0
6342,train6343.aiff,1,0
6343,train6344.aiff,1,0
6344,train6345.aiff,1,0
6345,train6346.aiff,1,0
6346,train6347.aiff,1,0
6347,train6348.aiff,1,0
6348,train6349.aiff,1,0
6349,train6350.aiff,1,0
6350,train6351.aiff,1,0
6351,train6352.aiff,0,2
6352,train6353.aiff,1,0
6353,train6354.aiff,1,2
6354,train6355.aiff,0,0
6355,train6356.aiff,1,0
6356,train6357.aiff,1,0
6357,train6358.aiff,0,1
6358,train6359.aiff,0,1
6359,train6360.aiff,1,0
6360,train6361.aiff,1,0
6361,train6362.aiff,1,0
6362,train6363.aiff,0,0
6363,train6364.aiff,1,2
6364,train6365.aiff,1,0
6365,train6366.aiff,1,0
6366,train6367.aiff,1,0
6367,train6368.aiff,1,0
6368,train6369.aiff,1,0
6369,train6370.aiff,1,0
6370,train6371.aiff,1,0
6371,train6372.aiff,1,0
6372,train6373.aiff,1,0
6373,train6374.aiff,1,0
6374,train6375.aiff,1,0
6375,train6376.aiff,1,0
6376,train6377.aiff,1,0
6377,train6378.aiff,1,0
6378,train6379.aiff,1,0
6379,train6380.aiff,1,0
6380,train6381.aiff,1,0
6381,train6382.aiff,1,0
6382,train6383.aiff,0,0
6383,train6384.aiff,0,1
6384,train6385.aiff,1,0
6385,train6386.aiff,1,0
6386,train6387.aiff,1,1
6387,train6388.aiff,1,0
6388,train6389.aiff,1,0
6389,train6390.aiff,0,0
6390,train6391.aiff,1,0
6391,train6392.aiff,0,0
6392,train6393.aiff,1,0
6393,train6394.aiff,1,0
6394,train6395.aiff,1,0
6395,train6396.aiff,1,0
6396,train6397.aiff,1,0
6397,train6398.aiff,1,0
6398,train6399.aiff,1,0
6399,train6400.aiff,1,0
6400,train6401.aiff,1,0
6401,train6402.aiff,1,0
6402,train6403.aiff,0,0
6403,train6404.aiff,1,0
6404,train6405.aiff,1,0
6405,train6406.aiff,1,0
6406,train6407.aiff,0,0
6407,train6408.aiff,0,2
6408,train6409.aiff,0,2
6409,train6410.aiff,0,2
6410,train6411.aiff,0,2
6411,train6412.aiff,0,2
6412,train6413.aiff,1,2
6413,train6414.aiff,1,0
6414,train6415.aiff,1,0
6415,train6416.aiff,1,0
6416,train6417.aiff,0,1
6417,train6418.aiff,1,0
6418,train6419.aiff,1,0
6419,train6420.aiff,1,0
6420,train6421.aiff,1,0
6421,train6422.aiff,1,0
6422,train6423.aiff,1,0
6423,train6424.aiff,1,0
6424,train6425.aiff,0,1
6425,train6426.aiff,1,0
6426,train6427.aiff,1,0
6427,train6428.aiff,0,0
6428,train6429.aiff,0,0
6429,train6430.aiff,1,2
6430,train6431.aiff,1,0
6431,train6432.aiff,1,0
6432,train6433.aiff,1,0
6433,train6434.aiff,1,0
6434,train6435.aiff,1,0
6435,train6436.aiff,1,0
6436,train6437.aiff,1,3
6437,train6438.aiff,0,0
6438,train6439.aiff,0,0
6439,train6440.aiff,1,0
6440,train6441.aiff,1,0
6441,train6442.aiff,1,0
6442,train6443.aiff,1,0
6443,train6444.aiff,1,0
6444,train6445.aiff,1,3
6445,train6446.aiff,1,0
6446,train6447.aiff,1,0
6447,train6448.aiff,1,0
6448,train6449.aiff,1,0
6449,train6450.aiff,1,0
6450,train6451.aiff,1,0
6451,train6452.aiff,0,0
6452,train6453.aiff,1,0
6453,train6454.aiff,1,3
6454,train6455.aiff,1,0
6455,train6456.aiff,1,0
6456,train6457.aiff,0,0
6457,train6458.aiff,0,0
6458,train6459.aiff,1,2
6459,train6460.aiff,0,0
6460,train6461.aiff,1,0
6461,train6462.aiff,1,3
6462,train6463.aiff,1,0
6463,train6464.aiff,1,0
6464,train6465.aiff,0,0
6465,train6466.aiff,1,0
6466,train6467.aiff,1,0
6467,train6468.aiff,1,0
6468,train6469.aiff,1,0
6469,train6470.aiff,1,0
6470,train6471.aiff,1,0
6471,train6472.aiff,1,0
6472,train6473.aiff,1,0
6473,train6474.aiff,1,0
6474,train6475.aiff,1,0
6475,train6476.aiff,0,0
6476,train6477.aiff,0,0
6477,train6478.aiff,1,0
6478,train6479.aiff,1,0
6479,train6480.aiff,1,0
6480,train6481.aiff,1,0
6481,train6482.aiff,1,0
6482,train6483.aiff,1,0
6483,train6484.aiff,1,0
6484,train6485.aiff,1,0
6485,train6486.aiff,1,0
6486,train6487.aiff,1,0
6487,train6488.aiff,1,0
6488,train6489.aiff,1,0
6489,train6490.aiff,1,2
6490,train6491.aiff,1,0
6491,train6492.aiff,1,0
6492,train6493.aiff,0,0
6493,train6494.aiff,0,2
6494,train6495.aiff,1,0
6495,train6496.aiff,1,0
6496,train6497.aiff,0,0
6497,train6498.aiff,1,0
6498,train6499.aiff,1,0
6499,train6500.aiff,1,0
6500,train6501.aiff,1,0
6501,train6502.aiff,1,0
6502,train6503.aiff,1,0
6503,train6504.aiff,0,0
6504,train6505.aiff,1,0
6505,train6506.aiff,0,0
6506,train6507.aiff,1,0
6507,train6508.aiff,1,0
6508,train6509.aiff,1,0
6509,train6510.aiff,1,0
6510,train6511.aiff,1,0
6511,train6512.aiff,1,0
6512,train6513.aiff,1,0
6513,train6514.aiff,1,0
6514,train6515.aiff,1,0
6515,train6516.aiff,1,0
6516,train6517.aiff,1,0
6517,train6518.aiff,1,0
6518,train6519.aiff,1,0
6519,train6520.aiff,1,0
6520,train6521.aiff,1,0
6521,train6522.aiff,1,0
6522,train6523.aiff,1,0
6523,train6524.aiff,0,0
6524,train6525.aiff,1,0
6525,train6526.aiff,1,0
6526,train6527.aiff,1,0
6527,train6528.aiff,1,0
6528,train6529.aiff,1,0
6529,train6530.aiff,1,0
6530,train6531.aiff,1,0
6531,train6532.aiff,1,0
6532,train6533.aiff,1,0
6533,train6534.aiff,1,0
6534,train6535.aiff,0,0
6535,train6536.aiff,1,0
6536,train6537.aiff,0,0
6537,train6538.aiff,1,0
6538,train6539.aiff,1,0
6539,train6540.aiff,1,0
6540,train6541.aiff,0,0
6541,train6542.aiff,1,0
6542,train6543.aiff,0,0
6543,train6544.aiff,1,0
6544,train6545.aiff,1,0
6545,train6546.aiff,0,0
6546,train6547.aiff,0,0
6547,train6548.aiff,1,0
6548,train6549.aiff,0,0
6549,train6550.aiff,0,0
6550,train6551.aiff,0,0
6551,train6552.aiff,0,0
6552,train6553.aiff,1,0
6553,train6554.aiff,1,0
6554,train6555.aiff,1,0
6555,train6556.aiff,0,0
6556,train6557.aiff,0,0
6557,train6558.aiff,0,0
6558,train6559.aiff,1,0
6559,train6560.aiff,1,0
6560,train6561.aiff,1,0
6561,train6562.aiff,1,0
6562,train6563.aiff,1,0
6563,train6564.aiff,1,0
6564,train6565.aiff,1,0
6565,train6566.aiff,1,0
6566,train6567.aiff,1,0
6567,train6568.aiff,1,0
6568,train6569.aiff,1,0
6569,train6570.aiff,1,0
6570,train6571.aiff,1,0
6571,train6572.aiff,1,0
6572,train6573.aiff,1,0
6573,train6574.aiff,0,2
6574,train6575.aiff,1,0
6575,train6576.aiff,0,0
6576,train6577.aiff,1,0
6577,train6578.aiff,0,0
6578,train6579.aiff,1,0
6579,train6580.aiff,1,0
6580,train6581.aiff,0,0
6581,train6582.aiff,0,0
6582,train6583.aiff,1,0
6583,train6584.aiff,1,0
6584,train6585.aiff,1,0
6585,train6586.aiff,1,0
6586,train6587.aiff,1,0
6587,train6588.aiff,1,0
6588,train6589.aiff,0,0
6589,train6590.aiff,1,0
6590,train6591.aiff,0,0
6591,train6592.aiff,1,0
6592,train6593.aiff,1,0
6593,train6594.aiff,0,0
6594,train6595.aiff,1,0
6595,train6596.aiff,1,0
6596,train6597.aiff,1,0
6597,train6598.aiff,0,0
6598,train6599.aiff,0,0
6599,train6600.aiff,0,0
6600,train6601.aiff,0,0
6601,train6602.aiff,0,2
6602,train6603.aiff,0,0
6603,train6604.aiff,0,0
6604,train6605.aiff,0,2
6605,train6606.aiff,0,2
6606,train6607.aiff,0,1
6607,train6608.aiff,0,2
6608,train6609.aiff,0,0
6609,train6610.aiff,1,0
6610,train6611.aiff,1,0
6611,train6612.aiff,1,0
6612,train6613.aiff,1,2
6613,train6614.aiff,0,1
6614,train6615.aiff,1,0
6615,train6616.aiff,1,2
6616,train6617.aiff,0,2
6617,train6618.aiff,0,2
6618,train6619.aiff,0,1
6619,train6620.aiff,0,1
6620,train6621.aiff,0,2
6621,train6622.aiff,0,0
6622,train6623.aiff,0,2
6623,train6624.aiff,0,2
6624,train6625.aiff,0,2
6625,train6626.aiff,0,2
6626,train6627.aiff,0,0
6627,train6628.aiff,0,1
6628,train6629.aiff,0,2
6629,train6630.aiff,0,2
6630,train6631.aiff,0,0
6631,train6632.aiff,0,0
6632,train6633.aiff,0,0
6633,train6634.aiff,1,0
6634,train6635.aiff,1,0
6635,train6636.aiff,1,0
6636,train6637.aiff,1,0
6637,train6638.aiff,1,0
6638,train6639.aiff,0,0
6639,train6640.aiff,1,0
6640,train6641.aiff,1,0
6641,train6642.aiff,1,0
6642,train6643.aiff,1,0
6643,train6644.aiff,1,0
6644,train6645.aiff,1,0
6645,train6646.aiff,1,0
6646,train6647.aiff,0,2
6647,train6648.aiff,0,2
6648,train6649.aiff,1,0
6649,train6650.aiff,1,0
6650,train6651.aiff,0,0
6651,train6652.aiff,1,0
6652,train6653.aiff,1,0
6653,train6654.aiff,1,0
6654,train6655.aiff,0,2
6655,train6656.aiff,1,2
6656,train6657.aiff,0,1
6657,train6658.aiff,0,0
6658,train6659.aiff,0,0
6659,train6660.aiff,1,0
6660,train6661.aiff,1,0
6661,train6662.aiff,1,2
6662,train6663.aiff,1,2
6663,train6664.aiff,0,0
6664,train6665.aiff,0,0
6665,train6666.aiff,0,0
6666,train6667.aiff,0,0
6667,train6668.aiff,0,0
6668,train6669.aiff,0,0
6669,train6670.aiff,0,0
6670,train6671.aiff,0,0
6671,train6672.aiff,1,0
6672,train6673.aiff,0,0
6673,train6674.aiff,1,0
6674,train6675.aiff,1,0
6675,train6676.aiff,0,0
6676,train6677.aiff,0,0
6677,train6678.aiff,0,0
6678,train6679.aiff,0,0
6679,train6680.aiff,0,0
6680,train6681.aiff,0,0
6681,train6682.aiff,0,0
6682,train6683.aiff,1,2
6683,train6684.aiff,1,0
6684,train6685.aiff,1,0
6685,train6686.aiff,1,0
6686,train6687.aiff,1,0
6687,train6688.aiff,1,0
6688,train6689.aiff,1,0
6689,train6690.aiff,1,0
6690,train6691.aiff,0,0
6691,train6692.aiff,1,0
6692,train6693.aiff,1,0
6693,train6694.aiff,1,0
6694,train6695.aiff,1,0
6695,train6696.aiff,1,0
6696,train6697.aiff,1,0
6697,train6698.aiff,1,0
6698,train6699.aiff,0,0
6699,train6700.aiff,0,0
6700,train6701.aiff,1,0
6701,train6702.aiff,0,0
6702,train6703.aiff,0,0
6703,train6704.aiff,0,0
6704,train6705.aiff,0,0
6705,train6706.aiff,1,0
6706,train6707.aiff,0,0
6707,train6708.aiff,1,0
6708,train6709.aiff,1,0
6709,train6710.aiff,0,0
6710,train6711.aiff,0,0
6711,train6712.aiff,1,1
6712,train6713.aiff,0,0
6713,train6714.aiff,0,0
6714,train6715.aiff,0,0
6715,train6716.aiff,1,0
6716,train6717.aiff,1,0
6717,train6718.aiff,0,2
6718,train6719.aiff,1,2
6719,train6720.aiff,1,2
6720,train6721.aiff,0,2
6721,train6722.aiff,1,2
6722,train6723.aiff,0,2
6723,train6724.aiff,0,0
6724,train6725.aiff,0,0
6725,train6726.aiff,1,0
6726,train6727.aiff,0,0
6727,train6728.aiff,0,0
6728,train6729.aiff,0,0
6729,train6730.aiff,0,0
6730,train6731.aiff,1,0
6731,train6732.aiff,1,0
6732,train6733.aiff,1,0
6733,train6734.aiff,1,0
6734,train6735.aiff,0,2
6735,train6736.aiff,0,2
6736,train6737.aiff,1,2
6737,train6738.aiff,0,1
6738,train6739.aiff,0,0
6739,train6740.aiff,0,0
6740,train6741.aiff,1,0
6741,train6742.aiff,1,0
6742,train6743.aiff,0,2
6743,train6744.aiff,0,2
6744,train6745.aiff,1,0
6745,train6746.aiff,0,0
6746,train6747.aiff,1,0
6747,train6748.aiff,1,0
6748,train6749.aiff,1,0
6749,train6750.aiff,1,0
6750,train6751.aiff,1,0
6751,train6752.aiff,1,0
6752,train6753.aiff,1,0
6753,train6754.aiff,0,0
6754,train6755.aiff,1,0
6755,train6756.aiff,0,0
6756,train6757.aiff,0,0
6757,train6758.aiff,0,0
6758,train6759.aiff,0,0
6759,train6760.aiff,0,0
6760,train6761.aiff,0,0
6761,train6762.aiff,1,0
6762,train6763.aiff,0,0
6763,train6764.aiff,1,0
6764,train6765.aiff,0,0
6765,train6766.aiff,0,2
6766,train6767.aiff,0,0
6767,train6768.aiff,0,0
6768,train6769.aiff,0,0
6769,train6770.aiff,0,0
6770,train6771.aiff,0,0
6771,train6772.aiff,0,0
6772,train6773.aiff,0,0
6773,train6774.aiff,1,0
6774,train6775.aiff,1,0
6775,train6776.aiff,0,0
6776,train6777.aiff,0,0
6777,train6778.aiff,1,2
6778,train6779.aiff,1,0
6779,train6780.aiff,0,2
6780,train6781.aiff,1,0
6781,train6782.aiff,1,0
6782,train6783.aiff,1,0
6783,train6784.aiff,1,0
6784,train6785.aiff,1,0
6785,train6786.aiff,1,0
6786,train6787.aiff,1,0
6787,train6788.aiff,1,0
6788,train6789.aiff,1,0
6789,train6790.aiff,1,0
6790,train6791.aiff,0,0
6791,train6792.aiff,0,0
6792,train6793.aiff,1,0
6793,train6794.aiff,1,0
6794,train6795.aiff,1,0
6795,train6796.aiff,1,0
6796,train6797.aiff,0,0
6797,train6798.aiff,0,0
6798,train6799.aiff,1,0
6799,train6800.aiff,1,0
6800,train6801.aiff,0,0
6801,train6802.aiff,0,0
6802,train6803.aiff,1,0
6803,train6804.aiff,0,2
6804,train6805.aiff,0,0
6805,train6806.aiff,1,0
6806,train6807.aiff,0,2
6807,train6808.aiff,0,2
6808,train6809.aiff,0,0
6809,train6810.aiff,1,0
6810,train6811.aiff,0,0
6811,train6812.aiff,0,2
6812,train6813.aiff,0,0
6813,train6814.aiff,0,2
6814,train6815.aiff,0,0
6815,train6816.aiff,0,0
6816,train6817.aiff,0,0
6817,train6818.aiff,0,0
6818,train6819.aiff,0,0
6819,train6820.aiff,0,0
6820,train6821.aiff,0,0
6821,train6822.aiff,0,2
6822,train6823.aiff,0,0
6823,train6824.aiff,1,0
6824,train6825.aiff,0,0
6825,train6826.aiff,0,0
6826,train6827.aiff,0,0
6827,train6828.aiff,0,0
6828,train6829.aiff,0,0
6829,train6830.aiff,0,2
6830,train6831.aiff,0,0
6831,train6832.aiff,0,0
6832,train6833.aiff,0,0
6833,train6834.aiff,0,0
6834,train6835.aiff,1,0
6835,train6836.aiff,0,0
6836,train6837.aiff,0,0
6837,train6838.aiff,0,0
6838,train6839.aiff,0,0
6839,train6840.aiff,0,2
6840,train6841.aiff,1,0
6841,train6842.aiff,1,0
6842,train6843.aiff,0,0
6843,train6844.aiff,0,0
6844,train6845.aiff,0,1
6845,train6846.aiff,0,0
6846,train6847.aiff,0,2
6847,train6848.aiff,0,0
6848,train6849.aiff,0,0
6849,train6850.aiff,0,1
6850,train6851.aiff,0,1
6851,train6852.aiff,0,1
6852,train6853.aiff,0,0
6853,train6854.aiff,1,0
6854,train6855.aiff,0,0
6855,train6856.aiff,0,0
6856,train6857.aiff,1,0
6857,train6858.aiff,0,2
6858,train6859.aiff,0,1
6859,train6860.aiff,1,0
6860,train6861.aiff,0,0
6861,train6862.aiff,0,0
6862,train6863.aiff,0,0
6863,train6864.aiff,0,0
6864,train6865.aiff,0,0
6865,train6866.aiff,0,0
6866,train6867.aiff,0,0
6867,train6868.aiff,0,1
6868,train6869.aiff,0,0
6869,train6870.aiff,0,0
6870,train6871.aiff,0,0
6871,train6872.aiff,1,2
6872,train6873.aiff,0,0
6873,train6874.aiff,0,0
6874,train6875.aiff,0,0
6875,train6876.aiff,0,0
6876,train6877.aiff,1,0
6877,train6878.aiff,0,0
6878,train6879.aiff,0,1
6879,train6880.aiff,0,1
6880,train6881.aiff,0,0
6881,train6882.aiff,0,0
6882,train6883.aiff,0,0
6883,train6884.aiff,0,0
6884,train6885.aiff,0,0
6885,train6886.aiff,0,0
6886,train6887.aiff,0,0
6887,train6888.aiff,0,0
6888,train6889.aiff,0,0
6889,train6890.aiff,0,2
6890,train6891.aiff,0,0
6891,train6892.aiff,0,3
6892,train6893.aiff,0,3
6893,train6894.aiff,0,3
6894,train6895.aiff,0,3
6895,train6896.aiff,0,0
6896,train6897.aiff,0,0
6897,train6898.aiff,0,0
6898,train6899.aiff,0,0
6899,train6900.aiff,0,0
6900,train6901.aiff,0,0
6901,train6902.aiff,0,0
6902,train6903.aiff,0,0
6903,train6904.aiff,0,0
6904,train6905.aiff,0,0
6905,train6906.aiff,0,3
6906,train6907.aiff,0,3
6907,train6908.aiff,0,2
6908,train6909.aiff,1,0
6909,train6910.aiff,0,0
6910,train6911.aiff,0,0
6911,train6912.aiff,0,0
6912,train6913.aiff,0,0
6913,train6914.aiff,0,3
6914,train6915.aiff,0,3
6915,train6916.aiff,0,0
6916,train6917.aiff,0,0
6917,train6918.aiff,0,0
6918,train6919.aiff,0,0
6919,train6920.aiff,0,0
6920,train6921.aiff,0,0
6921,train6922.aiff,0,0
6922,train6923.aiff,0,0
6923,train6924.aiff,0,0
6924,train6925.aiff,0,0
6925,train6926.aiff,0,3
6926,train6927.aiff,0,3
6927,train6928.aiff,1,3
6928,train6929.aiff,1,3
6929,train6930.aiff,1,3
6930,train6931.aiff,0,0
6931,train6932.aiff,0,2
6932,train6933.aiff,0,0
6933,train6934.aiff,0,0
6934,train6935.aiff,0,0
6935,train6936.aiff,0,0
6936,train6937.aiff,0,2
6937,train6938.aiff,0,3
6938,train6939.aiff,0,0
6939,train6940.aiff,0,0
6940,train6941.aiff,0,0
6941,train6942.aiff,0,0
6942,train6943.aiff,0,0
6943,train6944.aiff,1,0
6944,train6945.aiff,1,0
6945,train6946.aiff,0,0
6946,train6947.aiff,0,0
6947,train6948.aiff,0,0
6948,train6949.aiff,0,0
6949,train6950.aiff,0,0
6950,train6951.aiff,0,0
6951,train6952.aiff,0,0
6952,train6953.aiff,0,0
6953,train6954.aiff,0,0
6954,train6955.aiff,0,0
6955,train6956.aiff,0,0
6956,train6957.aiff,0,0
6957,train6958.aiff,0,0
6958,train6959.aiff,0,0
6959,train6960.aiff,0,0
6960,train6961.aiff,0,3
6961,train6962.aiff,0,0
6962,train6963.aiff,0,0
6963,train6964.aiff,0,0
6964,train6965.aiff,0,0
6965,train6966.aiff,0,3
6966,train6967.aiff,0,2
6967,train6968.aiff,0,2
6968,train6969.aiff,0,0
6969,train6970.aiff,0,0
6970,train6971.aiff,0,3
6971,train6972.aiff,0,2
6972,train6973.aiff,0,0
6973,train6974.aiff,0,0
6974,train6975.aiff,0,0
6975,train6976.aiff,1,0
6976,train6977.aiff,1,0
6977,train6978.aiff,0,3
6978,train6979.aiff,0,2
6979,train6980.aiff,0,0
6980,train6981.aiff,0,0
6981,train6982.aiff,0,0
6982,train6983.aiff,0,0
6983,train6984.aiff,0,0
6984,train6985.aiff,0,0
6985,train6986.aiff,0,0
6986,train6987.aiff,0,0
6987,train6988.aiff,0,0
6988,train6989.aiff,0,0
6989,train6990.aiff,0,0
6990,train6991.aiff,0,0
6991,train6992.aiff,0,0
6992,train6993.aiff,0,0
6993,train6994.aiff,0,2
6994,train6995.aiff,0,0
6995,train6996.aiff,0,0
6996,train6997.aiff,0,0
6997,train6998.aiff,0,0
6998,train6999.aiff,0,0
6999,train7000.aiff,0,0
7000,train7001.aiff,0,0
7001,train7002.aiff,0,0
7002,train7003.aiff,0,0
7003,train7004.aiff,0,0
7004,train7005.aiff,1,0
7005,train7006.aiff,0,0
7006,train7007.aiff,0,0
7007,train7008.aiff,0,0
7008,train7009.aiff,0,0
7009,train7010.aiff,1,0
7010,train7011.aiff,0,0
7011,train7012.aiff,0,0
7012,train7013.aiff,0,0
7013,train7014.aiff,0,0
7014,train7015.aiff,0,0
7015,train7016.aiff,0,0
7016,train7017.aiff,0,0
7017,train7018.aiff,0,0
7018,train7019.aiff,0,0
7019,train7020.aiff,0,0
7020,train7021.aiff,0,0
7021,train7022.aiff,0,0
7022,train7023.aiff,0,0
7023,train7024.aiff,1,0
7024,train7025.aiff,0,0
7025,train7026.aiff,0,0
7026,train7027.aiff,0,0
7027,train7028.aiff,0,0
7028,train7029.aiff,0,0
7029,train7030.aiff,0,0
7030,train7031.aiff,0,0
7031,train7032.aiff,0,0
7032,train7033.aiff,0,0
7033,train7034.aiff,1,0
7034,train7035.aiff,0,0
7035,train7036.aiff,0,0
7036,train7037.aiff,1,0
7037,train7038.aiff,0,0
7038,train7039.aiff,0,2
7039,train7040.aiff,0,0
7040,train7041.aiff,0,1
7041,train7042.aiff,0,1
7042,train7043.aiff,0,2
7043,train7044.aiff,0,1
7044,train7045.aiff,0,1
7045,train7046.aiff,0,2
7046,train7047.aiff,0,1
7047,train7048.aiff,0,1
7048,train7049.aiff,0,0
7049,train7050.aiff,0,2
7050,train7051.aiff,0,2
7051,train7052.aiff,0,0
7052,train7053.aiff,0,1
7053,train7054.aiff,0,1
7054,train7055.aiff,1,0
7055,train7056.aiff,0,2
7056,train7057.aiff,0,1
7057,train7058.aiff,0,0
7058,train7059.aiff,0,0
7059,train7060.aiff,0,1
7060,train7061.aiff,0,2
7061,train7062.aiff,0,1
7062,train7063.aiff,0,1
7063,train7064.aiff,0,1
7064,train7065.aiff,0,2
7065,train7066.aiff,0,1
7066,train7067.aiff,0,1
7067,train7068.aiff,0,1
7068,train7069.aiff,0,1
7069,train7070.aiff,0,1
7070,train7071.aiff,0,2
7071,train7072.aiff,0,2
7072,train7073.aiff,0,1
7073,train7074.aiff,0,1
7074,train7075.aiff,0,1
7075,train7076.aiff,0,2
7076,train7077.aiff,0,2
7077,train7078.aiff,0,2
7078,train7079.aiff,0,2
7079,train7080.aiff,0,2
7080,train7081.aiff,0,2
7081,train7082.aiff,0,0
7082,train7083.aiff,1,0
7083,train7084.aiff,0,2
7084,train7085.aiff,0,1
7085,train7086.aiff,1,0
7086,train7087.aiff,0,0
7087,train7088.aiff,1,0
7088,train7089.aiff,0,1
7089,train7090.aiff,0,2
7090,train7091.aiff,0,2
7091,train7092.aiff,1,0
7092,train7093.aiff,1,0
7093,train7094.aiff,0,0
7094,train7095.aiff,0,0
7095,train7096.aiff,0,1
7096,train7097.aiff,1,0
7097,train7098.aiff,1,0
7098,train7099.aiff,1,0
7099,train7100.aiff,0,2
7100,train7101.aiff,0,1
7101,train7102.aiff,0,1
7102,train7103.aiff,0,2
7103,train7104.aiff,0,0
7104,train7105.aiff,0,2
7105,train7106.aiff,1,2
7106,train7107.aiff,0,0
7107,train7108.aiff,0,0
7108,train7109.aiff,1,0
7109,train7110.aiff,0,2
7110,train7111.aiff,1,0
7111,train7112.aiff,1,0
7112,train7113.aiff,0,2
7113,train7114.aiff,0,0
7114,train7115.aiff,1,0
7115,train7116.aiff,1,0
7116,train7117.aiff,1,0
7117,train7118.aiff,1,0
7118,train7119.aiff,0,0
7119,train7120.aiff,0,2
7120,train7121.aiff,0,0
7121,train7122.aiff,0,0
7122,train7123.aiff,0,0
7123,train7124.aiff,0,0
7124,train7125.aiff,0,0
7125,train7126.aiff,1,0
7126,train7127.aiff,1,0
7127,train7128.aiff,1,0
7128,train7129.aiff,0,0
7129,train7130.aiff,1,0
7130,train7131.aiff,0,0
7131,train7132.aiff,1,2
7132,train7133.aiff,0,0
7133,train7134.aiff,0,0
7134,train7135.aiff,1,0
7135,train7136.aiff,0,0
7136,train7137.aiff,0,0
7137,train7138.aiff,1,0
7138,train7139.aiff,1,0
7139,train7140.aiff,1,0
7140,train7141.aiff,1,0
7141,train7142.aiff,0,0
7142,train7143.aiff,0,0
7143,train7144.aiff,0,0
7144,train7145.aiff,0,0
7145,train7146.aiff,1,0
7146,train7147.aiff,1,0
7147,train7148.aiff,0,0
7148,train7149.aiff,0,0
7149,train7150.aiff,0,0
7150,train7151.aiff,0,0
7151,train7152.aiff,0,0
7152,train7153.aiff,0,0
7153,train7154.aiff,0,0
7154,train7155.aiff,0,0
7155,train7156.aiff,0,0
7156,train7157.aiff,0,0
7157,train7158.aiff,0,2
7158,train7159.aiff,0,0
7159,train7160.aiff,1,0
7160,train7161.aiff,1,0
7161,train7162.aiff,1,0
7162,train7163.aiff,1,0
7163,train7164.aiff,0,0
7164,train7165.aiff,0,0
7165,train7166.aiff,0,0
7166,train7167.aiff,1,0
7167,train7168.aiff,0,0
7168,train7169.aiff,0,0
7169,train7170.aiff,0,0
7170,train7171.aiff,0,0
7171,train7172.aiff,0,0
7172,train7173.aiff,0,2
7173,train7174.aiff,0,2
7174,train7175.aiff,0,0
